sentiment	Text
1	Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio
10	What I Meant to Say: At Yardhouse, Waikiki. @lilredbow 's bday @djjmytaco @mixmasterb @mcfloppyears (she Should DJ!) &amp; some dozen others
3	will continue my dramathon! episode 14 here i come!
4	d'aaaaawhh you're so cute
2	yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it
3	Going to i don't know where with taylor,dolton,jacob, chris and my sister.
6	oh you crazy kids and your stress. try effed / not effed; followed by acceptance. works wonders for the rest of the world
6	FREE UNLIMITED RINGTONES!!! -  - USA ONLY - Awesome 4 iphone
3	Have you seen this girl!?     I feel so bad for her
2	u think its fair...... k den i guess m wrng.... still i feel its not at all fair....
2	claires party was amazing!    headache.
2	Obama support still at 821 - he's up 13% - needs to hedge his FAS position  heard he bought some stocktwits sweatbands
1	Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.
8	Obama is the ish!!!!  he is funny!
2	going to check and make sure no more fishies are dead. poor fishies
8	Romeo and Juliet were very much in love when they were wed. They honored their vows, and where are they now? they're dead.
9	Cleaning my house on a Friday night
1	poor bretty.  but yay phils
10	Yup I stayed until the very very end  Exciting!
10	home from the beach and only my feet are burned. i am proud of myself and the sunscreen.
10	thats sweet
1	Ugh talk to me someone  I'm really bored.
3	he's not gay Lol. He's a riot definitely, but not at nkotb concert. I want 2b a smitten girl with no distractions that night
3	never a relaxing weekend for the allahpundit
7	You're a night owl, too, huh?
10	just got the bouquet of flowers for my mom  HEHEHE SWEET )
9	Not making good time, mocking Chicago traffic  - Photo: 
3	you will have to unfollow some people that are not following you so you can follow new people
1	So sad I'm going to miss seeing Pennywise again this year
8	i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol
10	Thanks for the FollowFriday suggestion!
11	fo shizzle. . . i'm bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.
3	i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present
3	Now that I think about it, when I get to the States they'll probably still be touring so they won't be at home  Dammit!
10	Yep!!
3	Today isn't going the way I planned.  Early lunchbreak &amp; I may not be back til Mon. Weekend gonna be fun with friends, tho.
3	hampa hatiku
3	On the phone with the bank.
4	Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat.
10	Yay!  Lucky!  What'd you do?
1	so i got to my exam centre n they said we can't let u becuz of your sleeveless top! U cud BELIEVE that!? i had to go home
4	I GOT UR BACK @ BABY!! much love to ya!
2	Good morning twitterland. Happy Monday
6	That would be most welcome
2	okie,thanks ill check it out
1	happy and sad  may her soul rest in peace
9	Windows updates suck. There are so freaking many of them.
8	Hah!  Sparkly ones at that.
10	AWW! Thank you honey.. Didja get mommy a daddy?
10	Yay! Congratulations, oh newly minted graduate. You'll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!
3	Stupid alarm!! LOL Morning Twiits.....
4	YES.I loved Disney...and I still do haha.How karazzzy is that?But I've never been to Disney....blah!!
3	This is what I have to give a 7 day old baby  poor thing  
10	Going to the Star Trek premier tomorrow night, uber stoked. I don't care if I'm a nerd, Star Trek is amazecore!!
4	i can't stop listening to @Jonasbrothers new single! (paranoid) it's so amazing. i love them.
2	feel dpressed
3	I totally agree! And there's no way to avoid it
1	i hate when that happens. i hope you figure it out soon!
10	Apparently it's #starwarsday
2	What a bad day
1	getting ready to drop off something to my man so he can hang out with a friend instead of me
4	I love the start to a fresh new week, 'tis when I am motivated most
7	Had a great time singing karaoke with the fam...good times
4	same with me...I like the freedom being an Enigma gives you
2	I'd love to, but i'm all the way in India.
1	staying at home. unpacking!!!! crap!
2	signin autographs would be boring I think! Get wasted 2nite! Have fun! I'm stuck at work
1	Rainy day today.  No car so we're stuck in the house   I needed to go to the post office too...bastards
10	nice beta for easports still no news on the online for madden
3	damnnn. training starts  at 11. but that would have been cool. next timeee
3	Hiiiiii! I texted u the other day and u didn't respond  what's up with that?!
10	Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I've had....
10	@halgriffin hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you
10	I'm okay thanks. No job yet but I'll keep going until I get one! Are you actually following me yet BTW?
8	why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(
7	Baby girl scraped her leg in a bike accident today. Couldn't find any gauze, had to use panty liners and medical tape to patch her up.
3	I know its a Block Party but would love to hear a DH original if you get a chance
2	This Wired article should have mentioned R, but didn't   #rstats
1	u never sent me carrie. ur an a-hole. but an a-hole that i miss
10	Happy Mother's Day!
2	This is truly enlightening for me
3	the one you have now
10	Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!
9	Ooo you is back!  Good time? and argh! It hurtssssssssssssssssssssssssssssssssss!  Xx Hate headaches!
9	@valentinamia omg you guys will know when I'm getting nasty!!  My head hurts
2	Less than 99 days til warped tour.
3	I dunno...I thought I was funny
8	what about aPORKalype Now for the made for TV movie?
4	can I come!?   I'm Merci btw., I have always been so inspired by you since I was a teenager.
2	I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.
7	TODAy SUCKs - kisskass19: ï¿½you and katey broke up?! Yah Kate Broke up with me  Itï¿½s been awful nd Vodkas... 
2	just tried DMing you but it tried to download some strange file so stopped!  How come no gmail MaccyM?  Missing you  SADS!!
10	is a good one, nice
4	Alright! Party was a success! We all had fun, &amp; now it's over
2	nooo i cant be sick...not now! im about to go see my new nephew
1	upset.. friday night crying!
1	Interesting people like you should never be bored, Tooshers.
1	 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing
7	Did it just start to thunder out of nowhere??
8	wishing i could go to CaBo tonight
7	yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them
2	hi!  mock your job!
3	From twitterberry moved to ubertwitter - suffered from BB cache errors
2	gives you a Haiku status (inspired by Michelle Yuen)  the sun is shining a perfect day glorious day outside my office
3	i have perused the #fieldnotes website and it is good.  too bad i must return to work
10	Heyy my teddy bear says i look very pretty and that Blake is to
2	Drinkin' Chai tea and not sleeping.. and checkin' out some cool peeps
2	I'm totally impressed!  I could only wish to be an otaku!  Instead...I just get horrible nosebleeds when I see bishonen
3	Good Morning
1	Another day in jury duty.
2	kind of.i'm trying to make sure i have everything yet still look after the boy.hubby isn't home yet
9	damn it...Margie said she couldn't share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her
3	just came back from the mall
2	i havent gotten any prank calls making me laugh in so long.
2	Having trouble syncing my iphone to my work exchange email  help!!!!
11	lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S
3	It looks like it might rain
7	Hello  ...hehe yup we sure do ...lovely to 'see' you xx
3	you@snapplynn Wish that would have been your tweet after you followed me.
2	Missed my massage appointment..... Now Its 2maro   I needed it
3	Hi Gi  are you going tonight?  xx
1	i feel so bad when the kid is sick
4	bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla
3	that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we've got a long wait tho.
3	alright @brainerdbaptist. let's do this
4	Steak and shake with ramon, matt, and chris.
2	I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too
8	After seeing Star Trek again, I noticed they went a little crazy with the lens flare.
2	Yay for having a giant headache  stupid glasses.
3	going to second morning of the day... just sleeping for 3-4 hours
1	what are you going 40 hours with out? i'd say my computer or my phone but i did that last week and i didnt care at all..
1	No, but Geek Minds Think Alike.
1	I feel like I'm going to toss my cookies
4	it's on again right now!! aah I love demi lovato
10	my pleasure sweetie! Lookin forward 2 gettin 2 know u
3	is up, slightly later than planned... gunna get this essay done 2day!!
4	will do! Tell my mommy I said the same n I love her mucho mucho!
3	braving the standby line @ TheView bright &amp; early today!! hope to hear about your book &amp; hope I get in! 3rd time's the charm
2	I love U2! Lol, I you ever need a slow but good audiobook Oliver Twist is a one I've been listening to lately.
3	im backkkk!!!!!!!! hungry as hell, havent ate today
2	omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.
